# Data file: LD_sample_2.dat
# Data row: 4 to 1003
# Bin width: 0.1
# Min: -1284.47, Max: 881.801
# Number of bins: 201
# value count
-1284.5	1
-181.9	1
-92.8	1
-78.2	1
-59.8	1
-56.5	1
-55.1	1
-42	1
-41.5	1
-35.8	1
-35.1	1
-32.7	1
-31.2	1
-26.1	1
-25.6	1
-23.6	1
-22.7	1
-19.1	1
-17.2	1
-14.9	1
-13.8	1
-13.5	1
-13.4	2
-12.8	1
-12.3	1
-12.2	1
-11.2	1
-11.1	1
-9.9	1
-9.7	3
-9.5	1
-9.3	1
-8.8	1
-8.3	1
-8	2
-7.8	1
-7.3	2
-7.2	1
-6.9	2
-6.6	1
-6.1	2
-6	2
-5.9	2
-5.8	2
-5.7	1
-5.6	1
-5.4	1
-5.3	2
-5.1	1
-5	2
-4.8	2
-4.6	2
-4.3	3
-4.2	1
-4.1	2
-3.9	1
-3.8	4
-3.7	2
-3.6	2
-3.5	5
-3.4	5
-3.3	2
-3.2	1
-3.1	2
-2.9	4
-2.8	5
-2.7	5
-2.6	2
-2.5	6
-2.4	3
-2.3	2
-2.2	3
-2.1	8
-2	7
-1.9	6
-1.8	9
-1.7	4
-1.6	9
-1.5	10
-1.4	17
-1.3	15
-1.2	19
-1.1	13
-1	9
-0.9	19
-0.8	18
-0.7	25
-0.6	27
-0.5	37
-0.4	26
-0.3	20
-0.2	30
-0.1	32
0	30
0.1	28
0.2	24
0.3	31
0.4	27
0.5	22
0.6	37
0.7	19
0.8	19
0.9	16
1	10
1.1	17
1.2	10
1.3	11
1.4	7
1.5	7
1.6	7
1.7	7
1.8	5
1.9	5
2	7
2.1	6
2.2	5
2.3	8
2.4	3
2.5	4
2.6	3
2.7	6
2.8	5
2.9	10
3	5
3.1	3
3.2	4
3.3	4
3.4	3
3.5	3
3.6	3
3.7	2
3.8	2
3.9	5
4.1	1
4.2	1
4.5	1
4.6	1
4.7	1
4.8	1
4.9	1
5.1	2
5.2	1
5.3	2
5.4	3
5.5	2
5.6	1
5.7	1
5.9	1
6.1	1
6.3	3
6.5	1
6.6	2
6.7	1
7.1	3
7.2	2
7.5	2
7.7	1
7.8	1
7.9	2
8	1
8.2	1
8.3	1
8.6	1
9.2	1
10	2
10.2	1
10.4	1
10.7	1
11.1	1
11.3	1
11.7	1
12.6	1
12.8	1
15	1
15.2	1
15.5	1
16.5	1
17.2	1
17.7	1
18.8	1
19.4	1
19.6	1
23.8	1
24.1	1
24.7	1
24.8	1
26.8	1
27.4	1
28.2	2
35.6	1
39.1	2
39.2	1
45.9	1
47	1
57.2	1
59.5	1
68.2	1
86	1
157.9	1
159.9	1
881.8	1
