# Data file: LD_sample_4.dat
# Data row: 4 to 100003
# Bin width: 0.1
# Min: -10324.9, Max: 66985.2
# Number of bins: 1969
# value count
-10324.9	1
-8641.2	1
-8343.2	1
-6035.4	1
-5054.1	1
-4249	1
-4131.4	1
-3253.3	1
-2762	1
-2508.4	1
-1965.9	1
-1865.2	1
-1702.3	1
-1633.9	1
-1605.2	1
-1509.7	1
-1490.6	1
-1465.7	1
-1393.2	1
-1231.7	1
-1231.4	1
-1204.8	1
-1121.8	1
-1074.9	1
-1061.6	1
-1048.6	1
-976.6	1
-937.5	1
-932.3	1
-916.2	1
-906.8	1
-888.8	1
-828.1	1
-825	1
-824.8	1
-822.8	1
-777.8	1
-762.1	1
-752.3	1
-742.4	1
-737.8	1
-700.5	1
-676	1
-675	1
-664.5	1
-663.7	1
-653.8	1
-651.9	1
-619.8	1
-615.8	1
-605.5	1
-603.7	1
-588.9	1
-578	1
-571.3	1
-568.4	1
-564	1
-533.6	1
-516.3	1
-505.3	1
-498.7	1
-492.6	1
-489.5	1
-487.1	1
-484.4	1
-473.8	1
-457.3	1
-456.2	1
-450.7	1
-437.7	2
-433.2	1
-426	1
-424.9	1
-420.3	1
-417.5	1
-407.2	1
-406.1	1
-404.5	1
-397	1
-395.5	1
-390.6	1
-379.4	1
-379.3	1
-376.7	1
-359.8	1
-357	1
-344.7	1
-343.2	1
-341.3	1
-340	1
-335.4	1
-327.4	1
-326.4	1
-310.5	1
-310.2	1
-300.9	1
-299.8	2
-298.5	1
-296.6	1
-295	1
-293.2	1
-293.1	1
-282.2	1
-279.7	1
-278.5	1
-277.5	1
-277.1	1
-275.7	1
-275.5	2
-275.1	1
-274.9	1
-271.3	1
-270.4	1
-268.9	1
-265.2	1
-259.4	2
-256.9	1
-256.1	1
-248.3	1
-243.8	1
-238	1
-237.1	1
-236.2	1
-234.7	1
-233.6	1
-233.1	1
-232.5	1
-231.6	1
-231.1	1
-230.7	1
-229.9	1
-228.5	1
-227	1
-223.6	1
-221.2	1
-220.8	1
-218.5	1
-214.4	1
-214.1	1
-211.3	1
-209.7	1
-206.7	1
-206.6	1
-203.7	1
-201.4	1
-198.6	1
-197.7	1
-197.1	1
-195.3	1
-194.7	1
-193.7	1
-193.6	1
-192.6	1
-191.5	1
-188.5	1
-188.2	1
-185.5	1
-185	1
-184.3	1
-183.3	2
-180.6	1
-180.2	1
-179.2	1
-172.9	1
-172.4	1
-169.2	1
-167.4	1
-166.9	1
-165.6	1
-165.4	1
-164.7	1
-164.2	2
-163.8	1
-163.6	1
-161.5	1
-159.5	1
-159.4	1
-159.2	1
-157.4	2
-156.6	1
-155.4	1
-154.9	1
-154.3	1
-152.9	1
-152.7	1
-151.8	1
-151.1	1
-151	2
-150.8	1
-149.2	1
-148.2	1
-147.9	1
-147.7	1
-147.1	1
-147	1
-146.1	1
-145.6	1
-145.3	2
-143.9	1
-143.1	1
-143	1
-142.9	1
-142.7	1
-140.9	1
-140.6	1
-140.1	1
-139.8	1
-139.2	1
-139.1	1
-138.8	1
-138.4	1
-137.5	2
-137.1	1
-136.9	1
-136.8	1
-135.3	1
-135.1	2
-134.8	1
-134.4	1
-132.9	1
-132.7	1
-132.5	1
-132	1
-131.5	1
-130.3	1
-129.4	1
-126.5	1
-126.2	1
-126	1
-124.9	1
-123.9	1
-123.6	1
-123.5	1
-122.5	1
-122.4	1
-120.6	1
-120	2
-119	2
-118.9	2
-118.8	1
-118.5	1
-118.2	1
-118	1
-117.9	1
-117.3	1
-116.9	1
-116.7	1
-116.6	1
-116.4	1
-115.7	2
-115.2	2
-114.6	1
-114.5	1
-114.3	2
-113.7	1
-112	1
-111.7	1
-111.3	1
-110.9	1
-110.8	1
-109.7	1
-109.6	2
-109.5	1
-108.7	2
-107.1	2
-106.5	1
-106	1
-105.7	1
-105.1	1
-103.8	1
-103.5	1
-103.4	1
-103.2	3
-102.8	1
-102.5	1
-102.1	1
-101.6	1
-100.4	2
-100	2
-99.3	1
-99.1	1
-99	1
-98.4	1
-98.3	2
-97.9	2
-97.8	1
-97.7	1
-97.5	1
-97	1
-96.6	1
-96.5	2
-96.3	1
-96	2
-94.6	1
-93.8	3
-93.5	1
-92.9	1
-92.4	1
-92	1
-91.7	1
-90.8	1
-90.4	1
-90.3	3
-90	2
-89.9	1
-89.4	1
-89.3	1
-88.8	1
-88.5	3
-88.2	1
-88.1	1
-87.8	1
-87.6	2
-87.4	1
-87.1	1
-87	1
-86.4	1
-86.3	1
-86.2	1
-86	1
-85.5	1
-85.4	2
-85.1	1
-84.8	1
-83.9	1
-83.7	1
-83.4	1
-83	1
-82.8	2
-82.5	2
-82.4	1
-82.3	1
-82.2	1
-82	1
-81.6	2
-81.5	1
-81.3	1
-81.2	2
-81	1
-80.9	1
-80.8	1
-80.7	1
-80.6	1
-80.3	2
-80.2	1
-79.5	1
-79.3	1
-79.2	1
-79.1	2
-78.8	1
-78.6	1
-78.5	1
-78.4	2
-78.3	2
-78.2	2
-78	1
-77.6	2
-77.5	1
-77.4	2
-76.7	1
-76.6	2
-76.2	2
-75.7	2
-75.3	1
-74.9	1
-74.8	1
-74.7	1
-74.3	2
-74.2	2
-73	1
-72.9	1
-72.4	2
-72	1
-71.8	1
-71.6	1
-71.5	2
-71.4	1
-70.9	2
-70.8	1
-70.4	1
-70.3	3
-70.2	1
-69.8	2
-69.7	2
-69.2	3
-69	3
-68.9	4
-68.7	1
-68.6	1
-68.5	2
-68.4	2
-68.3	1
-68.2	2
-68.1	1
-67.9	1
-67.2	1
-66.9	2
-66.7	1
-66.5	1
